Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDY15,OUT046,2448.0
FDG14,OUT046,2496.0
FDL08,OUT049,4224.0
FDQ47,OUT013,288.0
FDN12,OUT035,1888.0
FDW10,OUT013,3136.0
FDD02,OUT035,2144.0
FDX35,OUT010,1888.0
FDT35,OUT046,3008.0
DRN47,OUT019,1276.0
FDB11,OUT010,1888.0
FDN20,OUT045,2880.0
FDB59,OUT035,3712.0
FDJ58,OUT045,2752.0
FDU60,OUT046,3008.0
FDS03,OUT049,928.0
FDU40,OUT019,1408.0
DRH15,OUT049,576.0
FDD04,OUT027,4160.0
FDQ01,OUT046,4288.0
FDF28,OUT035,2226.0
FDD22,OUT010,-288.0
FDY19,OUT046,1920.0
FDN33,OUT035,1536.0
FDV36,OUT035,2362.0
FDW01,OUT010,544.0
FDJ28,OUT049,3328.0
FDB17,OUT035,3234.0
FDM40,OUT049,2208.0
FDV46,OUT045,2368.0
FDQ44,OUT049,2130.0
NCD42,OUT046,656.0
DRH37,OUT046,2752.0
FDR10,OUT018,2496.0
NCD06,OUT027,2368.0
FDI53,OUT046,2544.0
FDG16,OUT035,3808.0
DRB25,OUT046,1680.0
FDY09,OUT046,3008.0
FDX48,OUT045,2592.0
FDC03,OUT010,1284.0
FDT47,OUT035,1760.0
FDW44,OUT027,4672.0
FDT24,OUT017,1216.0
FDT12,OUT019,1600.0
NCS38,OUT035,2048.0
FDO39,OUT035,3072.0
FDA13,OUT046,384.0
FDO48,OUT035,4032.0
DRJ01,OUT017,2589.0
FDD53,OUT018,160.0
NCT05,OUT049,4480.0
FDQ51,OUT045,704.0
FDU60,OUT013,2944.0
FDC59,OUT046,974.0
FDP36,OUT035,1120.0
NCM19,OUT017,1984.0
FDL16,OUT035,544.0
FDE50,OUT018,3008.0
NCR18,OUT013,832.0
NCD30,OUT035,1856.0
FDH31,OUT013,1856.0
FDD56,OUT019,768.0
FDC47,OUT049,3840.0
FDZ21,OUT045,1528.0
FDM01,OUT049,1792.0
FDF24,OUT013,1488.0
FDW23,OUT017,544.0
FDY52,OUT018,576.0
DRH37,OUT027,4544.0
DRO47,OUT027,3703.0
FDR25,OUT049,4608.0
FDQ24,OUT027,6080.0
DRJ51,OUT018,3616.0
NCU06,OUT035,4096.0
NCV18,OUT018,800.0
NCC06,OUT027,3840.0
FDZ01,OUT018,1376.0
FDT14,OUT017,2032.0
FDD11,OUT019,2560.0
FDN09,OUT017,4416.0
NCO18,OUT010,1056.0
FDZ50,OUT045,3072.0
FDS44,OUT013,4096.0
FDI36,OUT045,3392.0
FDA26,OUT010,1728.0
NCY53,OUT049,1920.0
FDF32,OUT049,3456.0
FDF59,OUT010,64.0
FDB20,OUT046,1056.0
DRH11,OUT035,896.0
FDT03,OUT049,3264.0
NCH06,OUT035,4352.0
FDR55,OUT049,3142.0
FDI10,OUT035,3040.0
FDZ12,OUT045,2144.0
FDM12,OUT049,3232.0
DRB25,OUT045,1600.0
NCS41,OUT013,3136.0
NCT53,OUT049,2752.0
NCD55,OUT013,752.0
FDY08,OUT049,2240.0
NCP55,OUT049,1024.0
FDA33,OUT013,2496.0
FDQ33,OUT013,2560.0
FDE45,OUT027,4800.0
FDT26,OUT013,2176.0
NCV53,OUT049,4160.0
FDK60,OUT027,3520.0
NCJ29,OUT046,1344.0
FDI15,OUT045,4224.0
FDX21,OUT013,1792.0
FDV49,OUT019,2592.0
DRO59,OUT046,1232.0
FDZ14,OUT045,1920.0
FDP32,OUT027,3904.0
FDC33,OUT017,3584.0
FDT14,OUT010,-160.0
NCN54,OUT027,3008.0
FDR57,OUT027,4416.0
DRK12,OUT046,592.0
FDX52,OUT049,3392.0
FDX08,OUT010,1088.0
FDP10,OUT010,-416.0
NCP50,OUT045,1248.0
NCL06,OUT013,4480.0
FDP25,OUT013,3840.0
FDE53,OUT013,1776.0
FDL27,OUT017,1264.0
FDC35,OUT049,3328.0
DRJ47,OUT010,960.0
FDD16,OUT018,832.0
NCN42,OUT049,2560.0
FDC38,OUT027,4032.0
NCO07,OUT045,3616.0
FDQ20,OUT049,480.0
FDI32,OUT046,1738.0
FDN20,OUT010,992.0
DRJ51,OUT027,5696.0
FDU08,OUT045,1536.0
DRN37,OUT019,768.0
FDD05,OUT010,96.0
FDW15,OUT046,2464.0
FDI52,OUT046,1984.0
DRM11,OUT049,4480.0
NCO06,OUT045,288.0
FDU38,OUT049,3174.0
FDU59,OUT018,2176.0
FDJ10,OUT046,2144.0
FDM13,OUT049,2208.0
NCJ30,OUT019,736.0
FDM45,OUT018,1600.0
FDP36,OUT045,896.0
NCD30,OUT010,-320.0
FDN48,OUT017,1600.0
FDY32,OUT049,2592.0
FDU47,OUT046,2256.0
FDF17,OUT019,1344.0
FDP34,OUT017,2688.0
FDA47,OUT049,2706.0
DRD27,OUT027,3520.0
FDW38,OUT045,704.0
FDZ15,OUT019,128.0
FDZ03,OUT027,5056.0
NCN19,OUT049,3296.0
FDG02,OUT035,3456.0
FDS31,OUT035,3520.0
FDW43,OUT019,2176.0
FDZ47,OUT010,-224.0
FDO57,OUT017,2816.0
NCL07,OUT013,752.0
NCV42,OUT013,1824.0
FDP40,OUT017,1968.0
FDP48,OUT019,1110.0
FDH21,OUT017,2816.0
NCP02,OUT049,896.0
FDK24,OUT049,576.0
FDC41,OUT045,1024.0
FDF08,OUT017,1584.0
FDO49,OUT017,1072.0
FDS56,OUT027,6272.0
FDX46,OUT018,544.0
FDQ07,OUT013,3840.0
FDC32,OUT010,-640.0
FDT21,OUT019,2336.0
FDG58,OUT045,2496.0
FDW14,OUT049,1568.0
DRA12,OUT027,4160.0
FDV27,OUT013,1536.0
DRD25,OUT013,1856.0
DRF48,OUT027,5056.0
FDX24,OUT017,1683.0
DRJ51,OUT046,3904.0
FDE45,OUT045,3008.0
FDE14,OUT046,1712.0
FDG53,OUT045,2112.0
FDT08,OUT046,2432.0
DRC27,OUT027,5984.0
FDG20,OUT035,3058.0
FDC21,OUT046,1776.0
FDV31,OUT018,2432.0
FDB58,OUT045,2304.0
FDV23,OUT046,1968.0
FDA25,OUT019,-250.0
FDC15,OUT046,2416.0
FDU47,OUT049,2304.0
FDE23,OUT013,944.0
FDS08,OUT013,2944.0
FDW03,OUT027,3520.0
FDJ60,OUT018,2464.0
FDM34,OUT017,2304.0
FDW33,OUT013,1728.0
FDZ40,OUT013,896.0
FDE33,OUT018,960.0
NCC06,OUT010,160.0
FDU11,OUT046,1792.0
FDL44,OUT017,2976.0
NCZ29,OUT017,2208.0
FDG28,OUT010,2048.0
FDL12,OUT018,448.0
FDD52,OUT017,1840.0
FDO15,OUT013,1328.0
NCN29,OUT027,2496.0
FDW36,OUT013,1808.0
FDB21,OUT046,3840.0
FDZ28,OUT013,2272.0
FDY10,OUT035,2042.0
DRG39,OUT017,1008.0
FDN28,OUT013,1808.0
FDV15,OUT035,1696.0
DRI13,OUT035,4032.0
FDH20,OUT046,1664.0
FDY51,OUT013,3808.0
FDE16,OUT013,3584.0
FDX40,OUT018,32.0
FDC48,OUT018,896.0
FDS14,OUT046,2528.0
FDX56,OUT017,3776.0
FDI10,OUT046,2816.0
FDI14,OUT013,2400.0
DRM48,OUT013,416.0
NCH07,OUT027,4288.0
FDY26,OUT013,3776.0
FDD02,OUT027,3776.0
FDM12,OUT046,3200.0
DRF01,OUT010,160.0
FDV36,OUT046,2080.0
DRI59,OUT013,3936.0
FDV03,OUT018,2232.0
FDO39,OUT017,3147.0
NCB07,OUT018,3008.0
FDH38,OUT027,3648.0
FDZ13,OUT035,736.0
NCZ30,OUT046,1936.0
NCA06,OUT035,688.0
FDB04,OUT049,1376.0
FDN50,OUT013,1728.0
NCG06,OUT049,4512.0
NCY17,OUT018,384.0
FDC23,OUT046,3136.0
FDK33,OUT049,3712.0
FDR03,OUT049,3744.0
FDZ07,OUT045,928.0
FDO38,OUT013,1360.0
FDS59,OUT046,1776.0
DRM11,OUT019,2464.0
FDX52,OUT027,5088.0
DRJ35,OUT018,544.0
NCP53,OUT046,4128.0
FDW15,OUT019,482.0
DRI47,OUT045,2378.0
DRZ11,OUT035,2080.0
FDS02,OUT013,3328.0
DRD49,OUT018,3450.0
FDW38,OUT049,736.0
FDR21,OUT019,992.0
FDE40,OUT013,1152.0
FDI02,OUT045,1728.0
FDQ04,OUT045,384.0
FDY14,OUT017,4704.0
NCT54,OUT046,1504.0
DRD25,OUT017,1888.0
DRE01,OUT045,3840.0
FDJ12,OUT010,1632.0
NCZ05,OUT049,1690.0
DRB25,OUT019,-256.0
NCC31,OUT045,2592.0
FDM16,OUT045,1184.0
DRG11,OUT049,1776.0
FDV24,OUT027,4288.0
FDV43,OUT046,512.0
FDG05,OUT018,2208.0
FDV23,OUT010,-128.0
FDI58,OUT018,1088.0
FDQ11,OUT017,4608.0
FDC05,OUT027,5088.0
FDF40,OUT013,4448.0
FDU02,OUT018,3452.0
FDT32,OUT013,3264.0
NCF06,OUT017,4640.0
FDT46,OUT013,896.0
FDR58,OUT010,-512.0
FDY04,OUT046,2816.0
FDT58,OUT045,2560.0
FDE46,OUT049,2624.0
DRH11,OUT017,864.0
DRI51,OUT046,2944.0
FDC35,OUT017,3507.0
FDP45,OUT035,4576.0
FDC45,OUT017,2944.0
FDU01,OUT045,3296.0
FDJ53,OUT010,-96.0
FDJ46,OUT017,3136.0
FDX07,OUT013,3392.0
NCI30,OUT049,4320.0
FDE47,OUT027,3776.0
FDV48,OUT045,1216.0
FDN16,OUT019,-352.0
FDM52,OUT013,2528.0
FDA32,OUT027,5504.0
FDH05,OUT017,4160.0
FDW25,OUT010,-640.0
FDQ09,OUT046,1840.0
NCM17,OUT010,-1440.0
DRM59,OUT046,2560.0
FDV47,OUT027,3264.0
DRE15,OUT035,1376.0
FDS25,OUT010,-416.0
NCZ05,OUT018,1280.0
NCV05,OUT019,640.0
DRM37,OUT046,3296.0
FDV58,OUT027,5056.0
FDN22,OUT027,6112.0
NCO06,OUT049,512.0
FDT56,OUT019,-1248.0
FDM02,OUT013,1536.0
FDA09,OUT046,2832.0
NCC06,OUT035,2304.0
NCL54,OUT049,3040.0
NCB55,OUT017,864.0
FDB12,OUT017,1824.0
NCA54,OUT049,3072.0
NCS38,OUT049,1936.0
FDC02,OUT049,4544.0
FDK44,OUT019,768.0
FDE16,OUT035,3712.0
NCS05,OUT035,2368.0
FDZ59,OUT045,2560.0
FDI20,OUT017,3840.0
FDQ14,OUT046,2400.0
FDF53,OUT017,3328.0
FDW25,OUT017,1440.0
NCQ43,OUT010,-256.0
FDX52,OUT013,3360.0
FDE28,OUT045,3712.0
FDN15,OUT017,2528.0
FDO28,OUT017,2048.0
FDQ33,OUT045,2368.0
FDM22,OUT010,-1056.0
FDJ03,OUT017,832.0
FDI16,OUT045,672.0
FDI09,OUT027,5952.0
FDX55,OUT013,3808.0
FDS23,OUT027,3680.0
DRC12,OUT045,3296.0
FDH41,OUT049,3680.0
FDN01,OUT013,2976.0
FDV55,OUT045,2304.0
NCJ19,OUT013,960.0
NCY29,OUT010,-1280.0
FDP03,OUT018,1632.0
FDZ52,OUT045,1664.0
FDH31,OUT010,-352.0
FDQ19,OUT018,3904.0
FDS15,OUT035,1824.0
FDN32,OUT017,3328.0
FDH32,OUT049,1536.0
FDF33,OUT017,2019.0
FDJ22,OUT046,3232.0
FDG56,OUT010,-1088.0
FDC05,OUT046,3264.0
FDK09,OUT013,3904.0
NCV29,OUT045,2976.0
NCC43,OUT019,2176.0
NCA42,OUT049,2688.0
FDC10,OUT046,1870.0
FDC16,OUT013,1600.0
NCL17,OUT013,2272.0
FDA51,OUT035,1888.0
FDW01,OUT017,2688.0
NCF30,OUT045,1856.0
FDN49,OUT013,576.0
FDY20,OUT045,1344.0
FDC15,OUT045,2304.0
FDY24,OUT046,608.0
NCG43,OUT017,1664.0
FDA48,OUT013,3808.0
NCF55,OUT017,752.0
FDL38,OUT049,1536.0
NCQ29,OUT018,4032.0
FDC34,OUT017,2576.0
FDP36,OUT027,2693.0
FDN50,OUT010,-480.0
FDO23,OUT049,1440.0
FDT56,OUT013,864.0
FDT13,OUT027,4992.0
FDZ03,OUT013,3264.0
FDQ03,OUT010,2112.0
FDU44,OUT045,2560.0
FDD03,OUT049,3968.0
NCH30,OUT013,1840.0
FDS60,OUT010,1120.0
FDG08,OUT046,2704.0
FDX38,OUT017,864.0
FDD22,OUT017,1904.0
FDW51,OUT013,3616.0
FDL09,OUT017,2963.0
FDZ60,OUT045,1600.0
NCH07,OUT046,2560.0
NCQ41,OUT049,3456.0
FDW04,OUT049,2208.0
FDI08,OUT027,6112.0
FDR19,OUT019,256.0
FDV13,OUT046,1488.0
FDB52,OUT017,4640.0
FDZ48,OUT027,3648.0
NCO14,OUT049,704.0
FDZ50,OUT013,3200.0
FDN27,OUT019,256.0
FDQ60,OUT013,2032.0
FDR49,OUT017,640.0
DRJ35,OUT027,2880.0
DRI49,OUT017,1312.0
FDB47,OUT017,3680.0
FDP37,OUT010,-96.0
FDR26,OUT049,3040.0
FDY31,OUT019,384.0
FDC11,OUT045,1312.0
DRP47,OUT035,4416.0
NCY54,OUT018,2234.0
FDR27,OUT046,2112.0
FDQ21,OUT019,256.0
NCQ29,OUT035,4608.0
FDJ02,OUT046,2624.0
FDE21,OUT018,1504.0
FDM39,OUT046,2912.0
FDZ01,OUT017,1856.0
NCB19,OUT018,992.0
FDU03,OUT046,3072.0
FDP27,OUT049,3008.0
DRF01,OUT045,2128.0
FDM03,OUT049,1856.0
FDV01,OUT046,2656.0
FDS16,OUT046,2464.0
FDO45,OUT035,1632.0
NCX06,OUT035,3264.0
FDP13,OUT046,320.0
NCR38,OUT018,3936.0
FDA01,OUT013,1024.0
FDT26,OUT017,2203.0
FDD44,OUT027,6240.0
FDB26,OUT013,1024.0
FDP45,OUT019,2432.0
NCP55,OUT046,960.0
FDT23,OUT017,1344.0
FDO51,OUT045,544.0
FDA44,OUT046,870.0
NCJ31,OUT018,3648.0
FDX37,OUT045,1536.0
NCD18,OUT049,4000.0
FDN40,OUT027,4288.0
FDL33,OUT017,3392.0
DRF48,OUT035,3488.0
FDW08,OUT035,1792.0
FDX39,OUT018,3332.0
FDB38,OUT049,2880.0
FDY46,OUT018,2900.0
NCB06,OUT049,2656.0
FDA34,OUT035,3200.0
FDA35,OUT045,2016.0
FDQ07,OUT035,3968.0
FDU32,OUT045,2016.0
FDU26,OUT013,2112.0
FDU13,OUT010,160.0
FDO09,OUT035,4800.0
FDW03,OUT019,-256.0
FDB38,OUT013,2912.0
FDL26,OUT010,640.0
NCN43,OUT045,2016.0
FDH08,OUT045,3936.0
NCC31,OUT019,768.0
FDH14,OUT035,2528.0
FDL40,OUT017,1920.0
FDD20,OUT035,2368.0
NCV53,OUT035,4320.0
FDD16,OUT045,1120.0
FDP24,OUT035,2106.0
FDQ25,OUT045,2944.0
FDM38,OUT035,864.0
NCT18,OUT010,1024.0
FDM34,OUT049,2208.0
DRH37,OUT010,832.0
NCE07,OUT013,2400.0
FDG12,OUT013,2176.0
FDB59,OUT010,1536.0
FDS10,OUT018,2804.0
FDN21,OUT010,544.0
FDM02,OUT045,1344.0
FDO44,OUT049,1920.0
NCN17,OUT017,1792.0
FDH16,OUT018,1056.0
FDL44,OUT046,2752.0
FDY47,OUT017,2272.0
DRI39,OUT046,768.0
NCX54,OUT018,1296.0
FDE59,OUT046,352.0
FDO46,OUT045,3264.0
DRE13,OUT046,1312.0
FDW14,OUT013,1616.0
FDF35,OUT046,1600.0
FDO50,OUT019,-448.0
DRF49,OUT017,1920.0
FDT60,OUT049,2016.0
FDP38,OUT045,608.0
FDA31,OUT027,4544.0
FDY52,OUT010,-896.0
FDD03,OUT027,5696.0
FDN52,OUT018,896.0
FDU20,OUT010,64.0
FDD22,OUT035,1856.0
NCB55,OUT019,-1376.0
FDN27,OUT045,2016.0
FDD16,OUT013,1344.0
FDW48,OUT046,1360.0
DRN35,OUT045,352.0
FDX25,OUT049,3104.0
DRD49,OUT049,3892.0
FDE21,OUT019,0.0
FDN44,OUT035,2970.0
DRC01,OUT049,768.0
NCK30,OUT046,4320.0
FDU39,OUT013,1080.0
FDB49,OUT013,1744.0
FDS12,OUT045,1824.0
FDR57,OUT018,2248.0
FDX22,OUT027,5344.0
FDC60,OUT013,1376.0
NCE42,OUT049,4128.0
NCK42,OUT049,3744.0
DRE01,OUT017,4141.0
FDE57,OUT018,1984.0
DRK59,OUT019,1920.0
FDB10,OUT027,5760.0
FDQ25,OUT046,2944.0
FDY26,OUT017,3872.0
FDG28,OUT049,4288.0
FDM14,OUT049,1888.0
NCH29,OUT049,1680.0
FDD48,OUT049,1952.0
FDC17,OUT045,3616.0
DRH49,OUT027,3264.0
FDN44,OUT018,2392.0
FDC29,OUT045,1880.0
DRK01,OUT019,-512.0
FDD48,OUT017,2035.0
FDB59,OUT013,3520.0
FDY45,OUT010,2528.0
FDX60,OUT035,1408.0
FDT09,OUT010,320.0
DRB24,OUT018,2154.0
FDL13,OUT035,4224.0
FDN16,OUT035,1824.0
FDK57,OUT013,2048.0
FDO22,OUT027,3264.0
FDC57,OUT010,1376.0
FDZ13,OUT027,2256.0
FDW27,OUT013,2544.0
FDX10,OUT049,384.0
FDY08,OUT018,1824.0
FDA49,OUT017,1520.0
FDC32,OUT018,1088.0
FDO04,OUT035,1056.0
NCZ54,OUT013,2688.0
FDY40,OUT045,640.0
FDW36,OUT045,1632.0
FDE11,OUT017,3328.0
DRE37,OUT045,3168.0
NCK19,OUT017,3360.0
FDT19,OUT035,2898.0
FDE56,OUT045,800.0
FDZ57,OUT010,192.0
FDB35,OUT035,1632.0
FDF09,OUT010,-1536.0
FDO34,OUT046,2848.0
FDA55,OUT046,3904.0
NCM18,OUT035,1072.0
FDJ20,OUT019,-32.0
DRQ35,OUT019,64.0
FDG02,OUT013,3296.0
NCU29,OUT018,2044.0
FDL27,OUT027,2880.0
NCA54,OUT035,3200.0
FDJ32,OUT035,1056.0
FDB21,OUT019,1792.0
FDR46,OUT035,2442.0
FDZ32,OUT046,1776.0
DRF36,OUT017,3456.0
NCU54,OUT017,3648.0
NCI31,OUT017,640.0
DRA59,OUT035,3076.0
NCC55,OUT045,454.0
FDE44,OUT018,192.0
NCN26,OUT018,1664.0
FDC11,OUT049,1344.0
FDV24,OUT035,2464.0
FDR40,OUT019,-512.0
NCQ17,OUT049,2528.0
FDC46,OUT045,2880.0
NCM18,OUT046,918.0
FDK16,OUT046,1434.0
FDI28,OUT017,1456.0
FDS11,OUT018,3488.0
DRD13,OUT046,1072.0
FDL36,OUT035,1536.0
FDI27,OUT013,896.0
FDJ53,OUT019,-128.0
FDS44,OUT045,3904.0
FDE28,OUT046,3840.0
FDQ33,OUT018,2048.0
FDB37,OUT017,4448.0
FDQ31,OUT045,1280.0
NCQ05,OUT046,2528.0
FDE10,OUT013,2192.0
FDF38,OUT017,880.0
FDE50,OUT019,1408.0
DRG37,OUT010,736.0
NCH06,OUT049,4256.0
FDY14,OUT045,4480.0
FDO27,OUT017,1504.0
FDQ19,OUT049,4256.0
FDZ26,OUT019,1728.0
FDN51,OUT013,4672.0
FDK20,OUT035,2208.0
FDD40,OUT018,3072.0
DRI25,OUT018,592.0
FDH56,OUT017,2000.0
FDI36,OUT027,5184.0
DRH11,OUT018,384.0
NCV18,OUT017,1392.0
DRI01,OUT049,3072.0
DRE48,OUT049,3520.0
FDS51,OUT035,1152.0
FDM38,OUT017,832.0
FDB60,OUT027,5024.0
FDY58,OUT035,4096.0
FDY22,OUT045,2176.0
FDF11,OUT027,5920.0
FDZ51,OUT035,1760.0
FDQ45,OUT017,3360.0
FDF17,OUT035,3424.0
NCF31,OUT027,4224.0
FDA37,OUT013,2128.0
FDO51,OUT046,544.0
FDF34,OUT013,3488.0
FDD57,OUT018,1216.0
FDO37,OUT046,3904.0
FDR49,OUT049,576.0
FDS39,OUT049,2368.0
FDI48,OUT027,2741.0
DRM35,OUT049,3040.0
FDV57,OUT035,3520.0
FDZ55,OUT013,2752.0
FDI28,OUT035,1408.0
FDS21,OUT045,1024.0
FDT34,OUT013,1600.0
DRI25,OUT035,1024.0
FDT47,OUT010,-320.0
DRH39,OUT045,1154.0
NCD54,OUT045,2432.0
FDU16,OUT027,3264.0
NCW29,OUT045,2112.0
FDV25,OUT027,5504.0
FDM56,OUT035,1888.0
FDZ04,OUT027,2880.0
FDG59,OUT019,-1280.0
FDI56,OUT045,1280.0
FDS33,OUT035,1536.0
FDC23,OUT049,3072.0
FDT11,OUT049,3200.0
FDG17,OUT045,4096.0
FDZ44,OUT045,1792.0
FDJ52,OUT013,2752.0
DRI23,OUT046,2624.0
DRE15,OUT010,-576.0
NCF07,OUT013,1696.0
NCR29,OUT049,832.0
FDE44,OUT019,-1568.0
FDT23,OUT035,1472.0
NCG06,OUT017,4672.0
NCU41,OUT010,1312.0
FDH46,OUT017,1808.0
FDV31,OUT013,2976.0
NCT41,OUT027,4288.0
FDE22,OUT027,4416.0
FDC26,OUT045,1600.0
DRF51,OUT017,480.0
NCY53,OUT019,0.0
FDY21,OUT017,3424.0
FDL27,OUT013,1152.0
FDZ34,OUT049,3296.0
NCF43,OUT010,448.0
FDC21,OUT035,1920.0
FDL26,OUT013,2688.0
FDT25,OUT010,-64.0
NCR30,OUT046,1280.0
DRL23,OUT019,-156.0
NCR05,OUT049,3360.0
NCE19,OUT018,288.0
FDY07,OUT035,736.0
FDB10,OUT017,4192.0
FDP57,OUT013,1856.0
FDU48,OUT019,160.0
FDH48,OUT035,1536.0
FDO33,OUT035,1978.0
NCU29,OUT045,2400.0
FDW35,OUT046,550.0
FDH05,OUT010,1984.0
FDP26,OUT049,1600.0
DRG27,OUT035,640.0
FDQ33,OUT046,2464.0
FDH20,OUT010,-192.0
FDV14,OUT046,1456.0
DRD01,OUT046,800.0
NCI17,OUT049,1536.0
FDF39,OUT010,2720.0
FDX37,OUT046,1616.0
NCX17,OUT035,4192.0
FDN03,OUT013,4448.0
NCS41,OUT010,1152.0
FDH34,OUT045,3072.0
NCX53,OUT018,2112.0
FDY31,OUT046,2352.0
FDD20,OUT017,2368.0
FDE51,OUT045,512.0
FDV27,OUT046,1312.0
FDF16,OUT035,2464.0
FDZ02,OUT049,1696.0
NCK05,OUT045,944.0
FDM12,OUT027,5056.0
NCA05,OUT018,2240.0
FDX33,OUT045,2552.0
FDM25,OUT049,3040.0
FDE41,OUT018,1024.0
FDW14,OUT045,1440.0
NCD30,OUT046,1600.0
FDB23,OUT010,2080.0
FDF45,OUT046,1104.0
FDW20,OUT017,2368.0
FDF47,OUT045,3808.0
NCR05,OUT019,1408.0
DRB01,OUT046,3104.0
FDE36,OUT013,2816.0
FDU56,OUT049,3264.0
FDB23,OUT049,4032.0
FDN48,OUT049,1408.0
FDS43,OUT013,3296.0
NCN05,OUT013,3168.0
NCL53,OUT049,3008.0
FDL56,OUT046,1216.0
FDH17,OUT018,1280.0
FDP37,OUT046,1920.0
FDG09,OUT019,1376.0
FDA55,OUT045,3872.0
FDX31,OUT049,4224.0
FDJ41,OUT045,4352.0
DRC24,OUT045,2656.0
FDQ21,OUT035,2394.0
NCT54,OUT045,1376.0
FDH08,OUT049,3968.0
FDY38,OUT018,3548.0
DRM11,OUT010,2432.0
FDG32,OUT049,3706.0
NCH18,OUT046,4160.0
FDI20,OUT035,3840.0
FDA33,OUT018,2048.0
FDN45,OUT013,3840.0
FDT45,OUT010,-1152.0
FDR32,OUT035,4096.0
FDA48,OUT017,3872.0
FDN23,OUT017,2547.0
NCR18,OUT035,890.0
FDD45,OUT046,1394.0
FDI22,OUT018,3012.0
FDT09,OUT013,2368.0
DRC24,OUT027,4416.0
FDT39,OUT046,2464.0
FDX28,OUT045,1504.0
FDA50,OUT018,1088.0
FDT33,OUT027,4672.0
FDQ60,OUT049,1920.0
NCM19,OUT018,1600.0
FDF40,OUT046,4352.0
NCI30,OUT035,4384.0
FDK34,OUT049,4160.0
FDA38,OUT027,5824.0
FDT02,OUT045,512.0
FDC11,OUT017,1472.0
FDD08,OUT046,416.0
NCS29,OUT046,4448.0
DRI03,OUT010,1088.0
FDK48,OUT035,1376.0
FDM52,OUT049,2624.0
FDP49,OUT035,992.0
DRA24,OUT046,2920.0
NCJ43,OUT049,2944.0
FDE11,OUT045,3008.0
FDP01,OUT049,2688.0
FDQ59,OUT018,1024.0
FDA43,OUT019,1248.0
FDL14,OUT017,2752.0
FDV50,OUT010,-96.0
FDT01,OUT027,5312.0
NCC42,OUT035,2496.0
FDO28,OUT046,1904.0
FDD32,OUT019,-544.0
FDV45,OUT035,3392.0
NCW17,OUT019,256.0
NCJ17,OUT027,3008.0
NCF18,OUT049,3232.0
FDP01,OUT045,2592.0
FDH24,OUT045,2688.0
FDI38,OUT027,5408.0
FDX03,OUT035,768.0
FDY28,OUT046,3488.0
FDN34,OUT018,2720.0
FDJ02,OUT045,2560.0
FDW40,OUT019,288.0
FDX03,OUT017,768.0
FDE17,OUT027,4416.0
FDT58,OUT046,2688.0
FDI38,OUT013,3712.0
FDW22,OUT035,4096.0
FDS15,OUT027,3584.0
NCX06,OUT013,3168.0
DRK47,OUT035,4096.0
FDC23,OUT027,4832.0
FDM56,OUT010,-256.0
FDP21,OUT046,3200.0
FDP58,OUT046,3616.0
FDA27,OUT019,2560.0
FDK41,OUT019,-864.0
NCH42,OUT046,3872.0
FDG29,OUT045,544.0
FDW15,OUT018,2080.0
FDD28,OUT018,512.0
FDQ37,OUT049,3296.0
FDC23,OUT035,3328.0
FDV13,OUT035,1674.0
FDK33,OUT046,3648.0
FDO33,OUT013,1920.0
FDN21,OUT017,2944.0
NCW06,OUT027,5024.0
FDI38,OUT035,3840.0
FDC21,OUT027,3648.0
NCS05,OUT046,2176.0
NCN53,OUT049,512.0
FDV40,OUT010,-576.0
FDG60,OUT017,4192.0
NCY30,OUT027,4864.0
FDM40,OUT045,2112.0
NCO30,OUT046,3168.0
FDK10,OUT046,3040.0
FDM36,OUT045,2912.0
FDN10,OUT013,2048.0
FDM46,OUT018,928.0
FDX50,OUT049,1824.0
FDP33,OUT045,4352.0
FDO12,OUT045,3328.0
FDC28,OUT013,1872.0
FDO31,OUT045,1216.0
FDX45,OUT035,2720.0
FDV21,OUT049,1920.0
FDH04,OUT049,1472.0
NCG54,OUT013,2848.0
FDO13,OUT046,2624.0
FDA09,OUT027,4800.0
FDC38,OUT017,2304.0
NCO42,OUT046,2432.0
FDL45,OUT049,2080.0
NCK31,OUT013,928.0
FDM39,OUT017,3136.0
FDC22,OUT010,1056.0
FDF46,OUT046,1818.0
FDQ37,OUT045,3200.0
FDH41,OUT010,1596.0
FDQ04,OUT046,384.0
NCQ02,OUT027,4992.0
FDJ57,OUT027,5056.0
NCE07,OUT049,2368.0
FDE56,OUT013,864.0
FDI20,OUT049,3648.0
FDK36,OUT018,352.0
FDP08,OUT027,5056.0
FDF44,OUT017,2304.0
NCU53,OUT017,2944.0
FDF47,OUT035,4096.0
FDS55,OUT010,416.0
FDZ52,OUT010,-256.0
FDL04,OUT018,1280.0
NCM26,OUT035,2816.0
FDX43,OUT049,2784.0
FDP52,OUT049,4032.0
DRK49,OUT045,544.0
FDE38,OUT013,2784.0
DRF13,OUT035,2644.0
FDK41,OUT010,-832.0
FDJ04,OUT027,3776.0
FDZ44,OUT018,1536.0
FDS11,OUT013,3936.0
FDA55,OUT049,3936.0
NCW53,OUT046,3296.0
FDB49,OUT027,3520.0
FDD23,OUT017,3392.0
NCV42,OUT045,1696.0
NCZ29,OUT018,1736.0
FDQ26,OUT013,1088.0
FDV08,OUT017,880.0
FDC53,OUT049,1728.0
FDV58,OUT010,1312.0
NCP02,OUT019,-1024.0
DRI37,OUT045,736.0
FDQ12,OUT049,3968.0
